word_count,sentence_count,avg_sentence_length,header_count,code_block_count,table_count,list_count,diagram_count,completeness_score,security_mentions,scalability_mentions,api_mentions,database_mentions,performance_mentions,monitoring_mentions,duplicate_headers,header_coverage,code_coverage,keyword_density,section_density,has_architecture_section,has_security_section,has_scalability_section,has_deployment_section,has_monitoring_section,has_api_spec,has_data_model,service_count,entity_count,api_endpoint_count,readability,documentation_quality,technical_depth,formatting_quality,examples_count,consistency_score,structure_quality,quality_score
2486,126,19.73015873015873,18,12,5,16,0,51,14,10,13,5,5,9,4,0.14285714285714285,0.6666666666666666,0.02252614641995173,0.15288711564799817,0,1,1,1,1,1,1,8,15,74,22.739852530555144,89.69056968657344,60.825574035909526,70.00183991451937,8,37.49787607205866,48.14842633415154,70.06308291752897
646,245,2.636734693877551,25,7,2,8,1,43,2,3,15,8,0,7,0,0.10204081632653061,0.28,0.05417956656346749,0.06616872172518085,0,1,0,1,0,0,0,17,19,49,31.101036946983946,34.811270803362845,31.76514954590189,69.82551382865579,5,83.38674714713494,79.5468845139857,31.037495989138755
3719,237,15.691983122362869,22,8,7,9,2,48,13,4,0,4,3,7,3,0.09282700421940929,0.36363636363636365,0.008335574079053509,0.21593820402013508,0,0,1,1,0,1,0,1,25,11,47.86526983861351,38.028994025625906,17.101294532612396,31.76962760540677,6,89.44141491005344,98.6686893482917,45.34983457038968
3411,260,13.11923076923077,9,2,9,9,0,29,6,0,1,15,2,5,4,0.03461538461538462,0.2222222222222222,0.008501905599530929,0.12785381790869554,1,1,0,0,1,1,1,24,15,12,25.64912885133932,72.90798720664503,12.19728833399999,63.49911649311429,0,71.11703335311651,46.687728375011005,33.002406969173435
2234,278,8.035971223021583,7,6,1,24,3,41,10,0,6,17,2,3,4,0.025179856115107913,0.8571428571428571,0.017009847806624886,0.3124058976796318,1,1,1,0,0,1,0,16,5,8,12.596267848586793,57.500084834753125,32.61332471204143,50.88543467613806,4,41.28657659042519,67.71688288748572,52.70795299726751
2343,281,8.338078291814947,27,13,4,6,0,50,7,1,9,16,6,4,0,0.09608540925266904,0.48148148148148145,0.01835253947930004,0.5143832465110202,0,0,0,1,1,0,1,20,22,58,25.526457918412678,59.95164793368525,18.243283073002182,55.40297726218348,2,31.065573004404357,50.83819305685195,66.42088121476749
988,24,41.166666666666664,30,11,0,15,3,59,5,13,19,17,9,1,3,1.25,0.36666666666666664,0.06477732793522267,0.5887594635650095,1,0,1,1,1,0,1,0,36,44,15.829647034959109,30.252398765050614,40.27065746686901,61.88804584473899,9,79.05617369113608,84.70219204609552,61.68506923098565
3476,280,12.414285714285715,28,13,5,17,0,63,11,7,0,0,3,5,0,0.1,0.4642857142857143,0.007479861910241657,0.7898681073797429,1,1,0,0,1,0,1,22,7,69,19.199584531657813,84.45886575011266,79.56401863237801,30.271693744180126,9,68.50977723777217,47.08353398570885,95.87810084185926
2459,73,33.68493150684932,23,8,1,5,2,39,12,6,12,18,7,2,2,0.3150684931506849,0.34782608695652173,0.023180154534363562,0.6562398932483586,0,1,1,0,1,1,1,8,5,42,34.72362492659961,69.3643396883368,74.46648974381544,48.75901870816959,5,75.55579992040558,54.39050490885337,76.30373426683501
2885,66,43.71212121212121,29,10,3,19,2,63,9,14,0,7,8,5,1,0.4393939393939394,0.3448275862068966,0.01490467937608319,0.608758325129553,0,1,0,1,1,0,1,5,36,73,12.696954648147267,30.83056346475648,64.9834860509226,25.07596487012829,3,86.92292691397171,51.78435805894428,46.03263224765098
3419,234,14.61111111111111,25,3,5,0,0,33,12,14,4,2,2,4,2,0.10683760683760683,0.12,0.011114360924246856,0.41178202748577464,0,1,1,1,0,0,1,1,21,22,28.588950250001496,49.91994936204768,86.72502194915309,98.37345043379193,8,60.395944389508045,73.15118682201867,42.04417492760384
2302,196,11.744897959183673,16,9,9,0,1,35,0,9,15,4,4,1,2,0.08163265306122448,0.5625,0.014335360556038228,0.4738084349601387,1,0,0,0,1,0,0,5,5,78,34.37846344043058,84.83279461880241,35.386086208984906,29.482242305610093,6,38.71608281835343,92.39104552003793,100.0
4561,28,162.89285714285714,37,14,7,11,2,71,7,8,14,7,3,4,4,1.3214285714285714,0.3783783783783784,0.009427757070817803,0.4145208293901811,0,1,0,1,1,1,0,8,31,44,26.874335694699877,65.46840367892966,89.65483777269691,40.68197908359636,3,95.79882997735785,70.66541206938511,75.93858008600044
3869,118,32.78813559322034,8,2,7,20,3,40,14,4,16,18,9,4,2,0.06779661016949153,0.25,0.016800206771775652,0.8421660300613831,1,1,1,0,0,1,0,2,16,22,10.765054024949215,28.691902330634438,45.931525270226125,91.30343413627178,5,68.16834890728,43.494607166288276,68.84054410904358
762,39,19.53846153846154,11,4,5,1,3,24,9,1,15,17,5,8,3,0.28205128205128205,0.36363636363636365,0.07217847769028872,0.23000045254839985,1,1,0,1,1,1,1,15,37,33,49.420774276114614,49.82216366314294,46.08039864399639,58.616803699131346,1,73.07058833619782,73.80333583580988,61.12277718323427
1123,260,4.319230769230769,26,0,3,3,4,36,2,6,12,17,9,7,2,0.1,0.0,0.04719501335707925,0.0057209315419646245,1,1,0,0,0,1,1,24,16,15,24.68463069362141,39.415551876458764,46.48164522629693,30.850976121650426,2,95.33880006862258,87.85125995908055,64.10282351212525
1516,80,18.95,37,2,7,16,3,65,7,14,10,0,3,6,3,0.4625,0.05405405405405406,0.026385224274406333,0.6513198972262393,1,0,0,1,1,1,1,23,36,62,41.14308747733068,61.39724429229811,18.82849296168833,50.73844304314791,6,95.2108559417184,47.929371838259364,37.768900867763605
4143,197,21.03045685279188,21,14,7,3,4,49,11,7,16,14,7,2,0,0.1065989847715736,0.6666666666666666,0.013758146270818247,0.2024621836388314,0,1,0,1,0,0,0,14,22,50,23.02585968749813,87.46889030975916,97.79414484979502,29.269439535310866,3,70.04662247097215,44.3626728606755,62.35558755295152
2549,81,31.469135802469136,28,7,9,10,0,54,3,11,16,17,2,9,4,0.345679012345679,0.25,0.022754021184778345,0.8901151363098093,1,0,1,1,1,0,0,11,12,31,29.000670279736752,54.90137078435359,22.465610004264327,36.01727976676014,9,50.83279973049983,51.26846665345414,61.06847096188522
4223,164,25.75,38,10,0,21,0,69,7,6,1,6,4,3,3,0.23170731707317074,0.2631578947368421,0.00639355908122188,0.8590463297066561,0,0,0,0,1,1,1,22,31,37,25.538545704439862,54.66736242946585,40.6797152022266,24.162387755987602,6,99.79795438089175,84.76517936929764,46.4379173534778
3608,235,15.353191489361702,32,7,3,3,0,45,10,13,12,15,0,5,2,0.13617021276595745,0.21875,0.01524390243902439,0.07672737192820589,1,0,0,1,1,1,1,7,21,55,23.701569180384308,92.42807218616295,38.737028829408146,55.05819956392799,8,77.65719629674751,75.5008251719201,51.92210319647282
4590,22,208.63636363636363,26,14,3,0,1,44,0,6,13,15,5,2,4,1.1818181818181819,0.5384615384615384,0.008932461873638345,0.10638840541407735,0,0,1,0,1,0,1,5,6,68,10.874055088311149,66.09483300058179,16.721148953503867,84.53088973802079,4,58.59056738244396,72.43567923770493,82.72764590165333
2556,179,14.279329608938548,21,12,6,6,1,46,2,11,10,14,4,8,4,0.11731843575418995,0.5714285714285714,0.01917057902973396,0.4951715922466663,0,0,0,0,1,1,1,2,21,16,24.40083751418014,65.29528699179255,23.7034117100689,66.87753429599164,0,69.18857619975128,54.9687936779061,58.12237619557706
3670,246,14.91869918699187,38,3,6,17,4,68,5,14,9,5,7,7,3,0.15447154471544716,0.07894736842105263,0.012806539509536785,0.6092226627693547,0,1,1,0,0,1,1,22,20,85,45.5795996159812,40.95279135003115,14.037250256684723,68.50762443876894,4,59.108383518762075,59.934195714811565,91.06756953799666
2182,288,7.576388888888889,10,1,7,8,3,29,14,13,2,8,8,5,3,0.034722222222222224,0.1,0.022914757103574702,0.27490833748224075,1,0,0,0,0,1,0,3,5,38,37.615733543747346,68.6178198269701,36.31640442044621,36.04672240665923,5,92.18136066076532,97.95310077660054,33.88980845268925
2755,139,19.820143884892087,10,12,4,2,3,31,14,4,16,6,7,3,1,0.07194244604316546,1.2,0.018148820326678767,0.7167977166993706,1,0,1,1,1,1,1,9,13,40,15.816914363817594,66.07283739339171,87.99912316260158,47.51150746018932,1,63.77495624060223,54.43751360376314,52.168047206613785
1654,108,15.314814814814815,38,7,6,7,0,58,8,1,14,13,7,6,1,0.35185185185185186,0.18421052631578946,0.02962515114873035,0.5949160209188715,1,0,0,1,0,1,1,13,15,47,33.64620018490957,51.74811762734912,40.5497985163646,87.61936830726656,7,87.64698631868731,94.09872539530531,36.79082173129622
4999,87,57.45977011494253,5,7,7,23,2,44,1,5,8,10,2,2,4,0.05747126436781609,1.4,0.005601120224044809,0.3248241097485547,0,1,1,1,1,0,1,20,2,81,45.68923439795486,99.25564527193444,21.132264886064128,27.02849474612116,1,88.81234084761027,74.83189026746419,41.85866319162248
3691,117,31.54700854700855,14,9,8,18,1,50,10,3,9,15,3,9,1,0.11965811965811966,0.6428571428571429,0.013275535085342726,0.025371488042315593,1,0,1,0,1,0,1,23,8,27,38.00136163859422,90.55127719584694,68.11244815455262,88.6344522934827,8,87.70326364146739,47.39778798227487,47.576914415110544
2196,286,7.678321678321678,25,3,2,3,1,34,0,9,7,5,3,7,2,0.08741258741258741,0.12,0.014116575591985429,0.7501502812985177,1,1,1,1,1,1,0,14,20,76,15.947375694267869,79.96690320614525,99.69408208494195,58.69520210118285,1,80.55320287329721,68.03874268930409,64.72964440155887
4491,124,36.21774193548387,9,2,2,17,0,30,14,1,12,15,4,0,0,0.07258064516129033,0.2222222222222222,0.010242707637497217,0.2147536658250827,1,0,0,0,0,1,1,6,29,49,44.71329986937987,62.98764707304004,30.90914105787348,86.97179450600939,2,89.84144017653074,96.91292304165256,64.00239256620581
2148,142,15.126760563380282,6,1,3,19,1,30,9,11,17,19,8,2,4,0.04225352112676056,0.16666666666666666,0.030726256983240222,0.8344737434626284,0,0,1,0,1,0,1,6,29,0,22.061760531554615,56.96478415157042,35.161390483351255,45.44051355155203,7,57.106070573607845,65.11393588824151,49.81064520558592
1945,48,40.520833333333336,26,8,4,10,0,48,2,8,4,15,8,4,0,0.5416666666666666,0.3076923076923077,0.021079691516709513,0.4202902600542552,1,1,0,0,0,1,1,7,31,49,28.16304577249367,34.79179161785595,97.46623488527096,47.107436126641666,5,38.02642442993722,91.80319388736174,26.58300663995127
4699,156,30.121794871794872,6,0,9,13,4,32,3,6,5,11,9,4,1,0.038461538461538464,0.0,0.008086826984464779,0.5770774426317654,1,1,1,1,1,0,0,9,22,18,31.045710387565855,44.458997921169896,26.089865879543844,80.12838946585143,0,88.97179430607602,55.38572167910246,82.16539309548229
4423,214,20.66822429906542,14,6,0,24,3,47,10,5,16,16,0,9,3,0.06542056074766354,0.42857142857142855,0.01266108975808275,0.8729487304090019,0,1,1,0,1,1,1,18,2,97,44.02026417512781,81.91686398585682,56.009266071324745,82.79969387137761,3,64.87178909811416,74.25532910802238,55.71352925945466
753,245,3.073469387755102,38,4,6,17,2,67,4,11,10,4,7,1,4,0.15510204081632653,0.10526315789473684,0.049136786188579015,0.8636230009199534,0,0,1,1,0,0,0,18,0,58,47.26429980590644,56.29991631500411,31.56869197144854,38.37157423921174,4,38.91632227694957,90.63112349211843,43.25564744548291
3683,189,19.486772486772487,20,7,8,15,3,53,2,4,19,12,0,9,1,0.10582010582010581,0.35,0.012489818083084442,0.37151957524357326,0,1,0,1,1,0,1,1,2,67,47.18611511162224,90.5815613255601,93.91167081111195,97.82970598575244,2,38.071876552740555,95.24130647018174,64.12396171605131
3057,28,109.17857142857143,26,3,7,2,3,41,12,2,15,7,1,7,2,0.9285714285714286,0.11538461538461539,0.014393195943735688,0.20888889271484312,0,1,0,1,0,1,1,14,36,66,10.318167251141626,31.8328909076423,98.33689131186647,26.759208339586316,0,41.14696758069249,69.14940202907805,63.06667755784761
598,59,10.135593220338983,16,6,4,14,4,44,9,11,8,4,6,4,4,0.2711864406779661,0.375,0.07023411371237458,0.7751460777285947,0,1,1,0,1,1,1,0,6,40,46.87553942341829,60.66776768109092,83.32280615080138,25.480237048170473,2,82.5681281766974,78.38128612872575,55.15985302500052
2700,44,61.36363636363637,28,12,3,3,1,47,10,14,1,11,7,6,4,0.6363636363636364,0.42857142857142855,0.01814814814814815,0.4330802036021312,0,1,1,1,1,0,1,9,2,9,12.175478640062893,71.7572547217047,38.330543423152946,67.64033722288822,8,79.75996714263968,40.178807846939854,62.22796523462257
3461,280,12.360714285714286,14,4,6,4,2,30,1,14,4,8,0,6,3,0.05,0.2857142857142857,0.009534816527015313,0.1920419935590041,1,1,1,0,1,1,1,5,35,27,20.630946272697415,61.34787650463408,46.31387277524545,77.81926142172972,1,44.26730761294183,55.19339845080338,42.67455239387972
4933,245,20.13469387755102,39,14,4,16,1,74,1,9,0,2,2,4,4,0.15918367346938775,0.358974358974359,0.0036488951956213257,0.9044253423171502,1,0,1,0,0,0,1,21,2,33,30.599514189113318,91.13815132679898,31.807511529977923,96.8708903379979,0,89.28463926768566,56.722726224816746,71.39869264764725
4277,143,29.90909090909091,36,13,6,6,3,64,6,9,3,2,6,7,3,0.2517482517482518,0.3611111111111111,0.007715688566752397,0.19810419424108738,0,1,1,0,1,1,1,12,3,38,29.197027560175762,99.16506254633119,90.16821703080923,52.39566246390893,6,49.690635686977146,45.60958069926585,45.04699357864695
3369,57,59.10526315789474,11,4,0,15,0,30,8,3,3,0,8,8,1,0.19298245614035087,0.36363636363636365,0.008904719501335707,0.025807168191231078,1,0,1,0,0,1,1,9,30,82,34.18839175549568,29.26677266730958,92.31024499193423,22.023312719170647,6,85.50899083204632,56.7817008014186,50.91645517044852
3734,270,13.829629629629629,25,13,0,13,3,54,9,2,2,17,7,3,2,0.09259259259259259,0.52,0.010712372790573112,0.020279973767419968,0,1,1,1,1,1,1,11,1,55,29.17784914948023,30.39639232615368,47.698359602144244,68.23170715571256,4,64.21641354144595,59.267321983488344,69.73202724227363
4291,195,22.005128205128205,24,8,9,15,1,57,1,11,8,11,7,3,2,0.12307692307692308,0.3333333333333333,0.009554882311815428,0.6223153564542643,1,1,1,1,1,0,0,23,13,51,47.37502718561683,30.425929084809688,69.08797629127017,43.17568164790175,1,81.20840777769962,98.1259623740916,78.05938447515351
1456,109,13.357798165137615,30,8,2,6,3,49,6,10,11,8,8,7,4,0.27522935779816515,0.26666666666666666,0.034340659340659344,0.6616750607175304,0,0,0,1,0,0,0,5,36,99,19.62195392858348,74.4941676856422,24.899786179722447,54.63576969563218,0,56.697136415149615,80.11614283365026,83.78661852069507
4567,56,81.55357142857143,8,12,1,8,0,29,6,7,9,8,9,0,4,0.14285714285714285,1.5,0.008539522662579374,0.3110417050569839,0,0,1,1,1,1,0,5,30,2,20.960987761539435,49.81408763966704,49.14423103270681,59.07755857999482,4,54.29984179663432,65.56030476498066,75.83697357699857
660,195,3.3846153846153846,26,8,1,3,4,42,10,2,1,17,2,3,1,0.13333333333333333,0.3076923076923077,0.05303030303030303,0.3200109892470634,1,0,0,0,1,0,0,0,1,22,46.829517427722244,78.66517290127248,66.8349196006148,25.161008859042706,9,88.89517192715326,99.28326764173056,55.13891724297327
4993,100,49.93,19,11,6,21,1,58,6,6,10,17,7,5,3,0.19,0.5789473684210527,0.010214300020028039,0.33949391505994275,1,0,1,0,0,1,1,11,30,16,13.069580549810249,52.4377178309583,44.68628066662176,58.87854276512822,3,32.471157815984874,49.19393921407667,36.88450396349306
1800,133,13.533834586466165,25,5,9,10,3,52,2,6,9,6,0,3,2,0.18796992481203006,0.2,0.014444444444444444,0.6801585467588787,1,1,0,0,0,0,1,22,21,70,34.3824328761924,70.2085377065651,42.18395731178139,54.10557334434518,8,98.23158630802551,68.56307163582908,81.0758337840434
4487,59,76.05084745762711,19,5,1,1,1,27,11,6,5,3,7,5,3,0.3220338983050847,0.2631578947368421,0.008246044127479386,0.058133791026828585,1,0,0,0,0,1,0,22,9,25,37.26943808262443,81.58864045431147,10.08990930402484,77.00354122292745,4,75.37256907857613,78.82373242294295,80.56043983357463
2027,243,8.34156378600823,26,4,3,11,4,48,6,12,17,12,6,4,1,0.10699588477366255,0.15384615384615385,0.028120374938332512,0.9291163526913256,1,1,1,1,1,0,0,9,29,17,30.221668937189577,63.85727285239365,82.38641173994027,71.65327289698757,9,60.27383717396094,43.33483806904462,49.92035769969756
1718,134,12.82089552238806,32,8,1,11,3,55,0,6,1,16,7,8,2,0.23880597014925373,0.25,0.02211874272409779,0.22252104417744645,1,1,0,1,0,0,0,24,32,45,37.76927515292549,63.160287236000485,90.04038508193034,34.817257452044885,1,73.96381718052976,83.01993148498713,73.8178355673684
4996,205,24.370731707317074,18,9,5,3,3,38,9,13,1,1,0,9,2,0.08780487804878048,0.5,0.006605284227381905,0.9996732052420922,1,1,0,0,0,0,0,13,18,69,16.91018584047868,27.058746022850755,97.25171765912489,36.491113456831755,3,38.591866252128796,45.99204117531939,55.01733309103892
3604,75,48.053333333333335,31,7,7,17,1,63,0,1,9,13,5,8,0,0.41333333333333333,0.22580645161290322,0.009988901220865706,0.17152269378718699,1,0,1,0,1,0,1,14,24,30,44.10528931086159,52.86253943275479,74.7344246562294,40.08049430194986,8,65.98367187054833,48.41693851598062,82.51915325267593
3235,59,54.83050847457627,32,6,9,20,1,68,4,9,15,2,6,3,1,0.5423728813559322,0.1875,0.01205564142194745,0.7715464573123775,0,0,1,0,0,0,0,22,0,92,15.601027578795424,63.66217225799501,59.39130811328961,34.316035223774186,7,98.95668663378584,49.581370747725046,52.27703006394327
1454,59,24.64406779661017,30,6,3,6,0,45,14,2,11,4,4,3,1,0.5084745762711864,0.2,0.026134800550206328,0.22341254492962503,1,0,1,0,0,0,1,23,31,8,26.032497772629988,56.9584660533128,34.23560678278385,72.57705597347737,2,46.46886064926948,95.73338959933108,89.67976931322755
3946,256,15.4140625,6,5,4,0,4,19,1,9,0,13,4,7,0,0.0234375,0.8333333333333334,0.008616320324379118,0.08084680164325397,1,1,0,1,1,1,1,3,24,34,13.010304052328232,92.06256001507404,99.93695283671487,99.55441433602164,7,80.55946693254447,80.99413270829007,71.79180821397368
1545,281,5.498220640569395,29,4,3,22,0,58,8,8,7,2,6,9,3,0.10320284697508897,0.13793103448275862,0.025889967637540454,0.8749333243506489,0,0,1,0,0,1,1,24,16,80,31.808443152696007,92.52245056955915,63.0777569078895,72.16866724127493,1,60.44799630821905,79.32565006618626,86.9631726702898
2193,235,9.331914893617022,7,12,2,12,3,36,14,2,15,6,2,3,0,0.029787234042553193,1.7142857142857142,0.019151846785225718,0.8587512591908919,0,0,0,1,1,0,0,0,13,59,36.78983229702557,85.75339044710094,71.30386650974016,68.5345236953033,2,75.67207039415675,73.32960978789953,53.04304095525181
3936,166,23.710843373493976,12,3,4,5,1,25,6,1,17,17,5,1,1,0.07228915662650602,0.25,0.011941056910569106,0.40357039244960136,0,1,1,1,0,1,0,7,12,75,47.64886540381162,50.0238460298496,71.41655457597858,52.7942346680858,4,44.34210600842428,57.56835992170617,66.0754440666629
1062,187,5.679144385026738,37,2,8,5,3,55,3,8,12,12,6,1,3,0.19786096256684493,0.05405405405405406,0.03954802259887006,0.7023961425404268,0,0,1,0,0,0,1,2,37,62,39.573447835840035,77.38393213500274,86.07266161814633,45.00642070878086,9,62.932548783232164,77.25338227596109,45.460812024834524
2985,111,26.89189189189189,39,2,7,11,3,62,3,12,14,9,0,0,2,0.35135135135135137,0.05128205128205128,0.012730318257956449,0.5570659326839171,1,1,0,0,1,1,0,13,38,99,31.644116658166045,51.623076885568786,10.870528496222729,92.88590055251834,9,98.60648997014925,64.60898319331838,72.65983878178795
3854,78,49.41025641025641,10,5,7,7,2,31,1,9,11,12,1,4,0,0.1282051282051282,0.5,0.009859885832900882,0.8529561136737488,1,0,0,1,0,1,0,16,1,51,47.30468068681335,38.60748791806073,29.822224638823464,97.52014993137225,7,43.67010057112067,48.72496900555689,73.48562299255687
725,78,9.294871794871796,27,14,7,23,2,73,4,8,7,15,3,5,3,0.34615384615384615,0.5185185185185185,0.057931034482758624,0.3150559693186544,0,0,0,1,1,1,1,1,31,47,29.137473521635062,47.43221148407053,69.89806001530125,59.74209404701823,0,74.551151949413,81.37583741966398,95.95535877301779
1459,188,7.76063829787234,29,3,7,21,3,63,3,3,9,8,7,8,3,0.15425531914893617,0.10344827586206896,0.02604523646333105,0.5236723999989852,0,0,1,0,0,1,1,14,31,60,32.448226123954775,25.67717066284284,90.5631163142111,43.2160396405246,3,70.29184241367568,47.77493007579536,67.23059695829474
3567,288,12.385416666666666,23,11,6,18,1,59,11,13,13,1,9,4,3,0.0798611111111111,0.4782608695652174,0.014297729184188394,0.48537237120455046,1,0,1,1,0,0,0,5,39,23,33.843941106803825,46.542200720371774,71.68049037292207,81.60977661358142,0,69.55361104032824,51.440114861270395,70.8614130375914
1315,64,20.546875,9,11,7,4,3,34,12,11,4,4,5,5,0,0.140625,1.2222222222222223,0.0311787072243346,0.35390582625685874,1,0,1,0,1,1,1,4,5,73,26.399189035462673,56.859377380893726,47.21421623443121,30.596543269350278,0,73.0586302756132,89.06195871085635,52.937544352443275
3620,200,18.1,15,5,7,17,2,46,0,8,17,16,0,5,2,0.075,0.3333333333333333,0.01270718232044199,0.8914550645563722,1,1,0,0,1,1,0,13,24,57,43.53930762263297,96.4384715824664,42.53999462832354,81.24705901149453,4,65.15665815817596,79.60702576750924,68.12069058952858
516,189,2.7301587301587302,16,2,7,4,1,30,11,2,18,3,9,2,3,0.08465608465608465,0.125,0.0872093023255814,0.16587792466253548,1,0,0,1,0,1,0,18,2,63,17.407037553802365,45.072846897569995,76.41532074549883,85.5158699449071,5,31.18515251803606,77.85946925281854,54.30163186968625
1743,210,8.3,14,14,9,24,3,64,7,6,14,16,4,3,0,0.06666666666666667,1.0,0.02868617326448652,0.14950863952069615,0,0,0,1,0,0,1,8,17,29,32.19368761486432,92.19628313644165,76.71139274234741,29.99231557017339,0,93.00677680241824,65.09216706056344,61.737911382629996
2705,174,15.545977011494253,12,3,6,9,4,34,2,6,5,8,6,0,1,0.06896551724137931,0.25,0.009981515711645102,0.5769095353227514,1,0,0,0,0,1,1,7,37,28,38.88933024748776,38.308662065879766,64.63521932551214,98.1489175037251,5,87.88851792388216,63.776831094362265,62.61773492318693
3024,207,14.608695652173912,28,14,0,0,4,46,13,14,10,19,5,3,0,0.13526570048309178,0.5,0.021164021164021163,0.657494229984942,0,0,1,0,1,0,0,2,2,9,46.15904687506309,35.27751182073995,36.232032168760334,98.84098323107827,4,42.191737664478495,81.41575655112408,54.71542689976244
1569,26,60.34615384615385,32,8,3,9,3,55,5,10,10,1,8,0,0,1.2307692307692308,0.25,0.021669853409815167,0.19461925432456517,0,0,0,1,1,0,1,17,4,38,45.356735857371135,61.51963651457319,93.26393365514892,94.9375583461881,3,58.92912241652083,84.40033231654274,60.9441764481299
3944,152,25.94736842105263,25,4,3,4,1,37,3,7,19,17,7,4,0,0.16447368421052633,0.16,0.014452332657200811,0.3907174422546241,0,0,0,1,0,1,0,7,23,54,30.34961157720568,73.80090954379247,59.66919479067752,59.68278475250115,9,83.93842864854975,70.61279214185863,54.37057245429869
3065,254,12.066929133858268,12,12,4,11,3,42,8,9,19,10,3,7,3,0.047244094488188976,1.0,0.01827079934747145,0.9465638429787437,1,0,1,1,0,0,1,15,33,27,35.726458046533665,23.546580064182514,81.14431206234975,39.68593138214628,4,98.60436207710991,98.15615466091157,54.30403312449241
1560,64,24.375,13,6,9,21,3,52,6,14,17,12,4,7,0,0.203125,0.46153846153846156,0.038461538461538464,0.246617422690674,0,1,1,1,0,1,0,14,38,17,25.76950944517204,37.68526920377734,29.287743594564848,66.56074247055304,7,96.57959325092504,97.34197353513233,76.14996977253408
2827,268,10.548507462686567,19,9,5,6,2,41,8,3,17,7,6,4,1,0.0708955223880597,0.47368421052631576,0.01591793420587195,0.6683607021173941,1,1,0,0,1,1,1,20,23,40,28.72711051520801,56.454693320105314,40.963670975325506,53.59470707771486,8,92.9551439773322,64.74576940076551,62.63120462739617
3920,50,78.4,22,1,3,8,4,38,9,2,9,0,7,9,3,0.44,0.045454545454545456,0.009183673469387756,0.7401493936975908,0,0,0,0,0,1,0,14,35,80,46.25063170292198,46.480346878654515,88.71215647486082,36.47589157737577,1,41.08617281093977,89.23733525698921,65.20599408300416
801,42,19.071428571428573,24,13,1,21,2,61,2,2,1,16,4,1,1,0.5714285714285714,0.5416666666666666,0.03245942571785269,0.44812869946515954,1,1,0,0,1,1,0,15,27,74,47.22815972769896,77.00968634786575,14.509632694597157,53.89411276942781,5,94.01325742063034,72.59607049590491,38.140428465216964
4776,179,26.681564245810055,10,13,5,20,2,50,0,14,8,11,8,5,4,0.055865921787709494,1.3,0.009631490787269681,0.937525986759583,0,0,0,1,1,1,1,24,33,64,45.81656232268079,60.89284768330535,56.10837801309959,73.11118685420723,2,91.49114390657556,70.70535325343047,66.35187497745585
1106,177,6.248587570621469,16,4,7,11,3,41,4,11,13,3,9,0,0,0.0903954802259887,0.25,0.03616636528028933,0.7366567352187905,0,1,0,1,0,1,0,0,15,80,15.53483447254553,32.82872844831202,53.353493185960815,25.673064862879286,1,56.38649378164727,43.29784368271911,67.95635195962856
3670,58,63.275862068965516,6,8,7,22,2,45,2,4,18,12,3,6,3,0.10344827586206896,1.3333333333333333,0.01226158038147139,0.45792457986089785,1,0,0,0,1,1,0,9,35,99,44.003360853225445,91.55723034520724,77.6107170017274,46.67344011568132,0,57.616581617538344,74.43848262809861,54.02492065966871
1199,101,11.871287128712872,11,10,6,0,4,31,5,10,9,8,3,3,3,0.10891089108910891,0.9090909090909091,0.0316930775646372,0.569335201776094,1,0,1,1,1,0,0,18,6,99,47.93454924085921,43.432454038668766,35.370439353939915,21.423591201026014,3,62.19362453686125,94.03467583378988,91.27544514391037
1639,277,5.9169675090252705,20,2,5,10,2,39,7,14,3,6,7,4,0,0.07220216606498195,0.1,0.025015253203172667,0.6926134434251007,0,1,1,1,0,0,0,4,17,45,24.449987782944188,78.49048871715388,29.716013967363953,79.95964043693405,7,75.93229416764919,86.80803095170552,25.66159103723902
690,225,3.066666666666667,7,13,1,20,4,45,10,13,5,4,0,5,2,0.03111111111111111,1.8571428571428572,0.0536231884057971,0.5921901804292182,0,0,1,1,0,1,0,17,5,59,30.74585157686677,82.3932623284328,93.35195548959103,71.25530140933606,2,48.2584931188111,87.17902868195571,71.76550703655819
2800,96,29.166666666666668,7,8,6,14,2,37,12,0,13,4,7,0,2,0.07291666666666667,1.1428571428571428,0.012857142857142857,0.8786975838260759,1,1,1,1,0,1,1,2,27,8,41.163810232519836,97.05261602048817,61.453868676261834,25.01377077615727,4,31.606390060796127,49.59574231458035,70.69207207432294
1480,31,47.74193548387097,31,13,4,1,4,53,3,9,3,16,4,8,1,1.0,0.41935483870967744,0.029054054054054056,0.35688866228040117,0,0,0,1,0,0,0,3,38,44,32.48312550262595,59.88059732192811,19.422061145528907,97.17900476815743,9,39.886066721806955,61.506966828013816,68.12374397999118
3475,243,14.300411522633745,37,10,5,19,2,73,4,2,14,8,0,9,0,0.1522633744855967,0.2702702702702703,0.010647482014388488,0.29988574005580493,1,0,0,1,0,1,0,3,33,59,49.739340868249975,69.26684123715458,27.373254599288895,21.809724570168054,4,60.80811353037416,53.99229499901415,62.643190584579344
1684,32,52.625,32,14,9,6,2,63,4,13,15,5,3,3,0,1.0,0.4375,0.02553444180522565,0.2138388894952643,1,0,0,0,0,0,0,10,28,27,28.228534606273136,46.790103478362695,99.89434535628234,67.19685171808709,4,49.74017985983413,58.954916947338155,68.26018983937556
